program,log_probability
"and(two(low),two(dots,(1,2)))",-12.177673171008477
"and(two(medium),one(square,(0)))",-12.177673171008477
"and(two(medium),one(square,(1)))",-12.177673171008477
"and(two(medium),one(square,(2)))",-12.177673171008477
"and(two(medium),one(circle,(0)))",-12.177673171008477
"and(two(medium),one(circle,(1)))",-12.177673171008477
"and(two(medium),one(circle,(2)))",-12.177673171008477
"and(two(medium),one(triangle,(0)))",-12.177673171008477
"and(two(medium),one(triangle,(1)))",-12.177673171008477
"and(two(medium),one(triangle,(2)))",-12.177673171008477
"and(two(medium),one(low,(0)))",-12.177673171008477
"and(two(medium),one(low,(1)))",-12.177673171008477
"and(two(medium),one(low,(2)))",-12.177673171008477
"and(two(medium),one(medium,(0)))",-12.177673171008477
"and(two(medium),one(medium,(1)))",-12.177673171008477
"and(two(medium),one(medium,(2)))",-12.177673171008477
"and(two(medium),two(low,(0,2)))",-12.177673171008477
"and(two(medium),two(low,(1,2)))",-12.177673171008477
"and(two(medium),two(medium,(0,1)))",-12.177673171008477
"and(two(high),one(triangle,(0)))",-12.177673171008477
"and(two(high),one(triangle,(2)))",-12.177673171008477
"and(two(high),one(low,(0)))",-12.177673171008477
"and(two(high),one(low,(1)))",-12.177673171008477
"and(two(high),one(low,(2)))",-12.177673171008477
"and(two(high),one(medium,(0)))",-12.177673171008477
"and(two(high),one(medium,(1)))",-12.177673171008477
"and(two(high),one(medium,(2)))",-12.177673171008477
"and(two(high),one(high,(0)))",-12.177673171008477
"and(two(high),one(high,(1)))",-12.177673171008477
"and(two(high),one(high,(2)))",-12.177673171008477
"and(two(high),one(plain,(0)))",-12.177673171008477
"and(two(high),one(plain,(1)))",-12.177673171008477
"and(two(high),one(plain,(2)))",-12.177673171008477
"and(two(high),one(stripes,(0)))",-12.177673171008477
"and(two(high),one(stripes,(1)))",-12.177673171008477
"and(two(high),one(stripes,(2)))",-12.177673171008477
"and(two(high),one(dots,(0)))",-12.177673171008477
"and(two(high),one(triangle,(1)))",-12.177673171008477
"and(two(high),one(circle,(2)))",-12.177673171008477
"and(two(medium),two(medium,(0,2)))",-12.177673171008477
"and(two(high),one(circle,(1)))",-12.177673171008477
"and(two(medium),two(medium,(1,2)))",-12.177673171008477
"and(two(medium),two(high,(0,1)))",-12.177673171008477
"and(two(medium),two(high,(0,2)))",-12.177673171008477
"and(two(medium),two(high,(1,2)))",-12.177673171008477
"and(two(medium),two(plain,(0,1)))",-12.177673171008477
"and(two(medium),two(plain,(0,2)))",-12.177673171008477
"and(two(medium),two(plain,(1,2)))",-12.177673171008477
"and(two(medium),two(stripes,(0,1)))",-12.177673171008477
"and(two(medium),two(stripes,(0,2)))",-12.177673171008477
"and(two(medium),two(stripes,(1,2)))",-12.177673171008477
"and(two(medium),two(dots,(0,1)))",-12.177673171008477
"and(two(medium),two(dots,(0,2)))",-12.177673171008477
"and(two(medium),two(dots,(1,2)))",-12.177673171008477
"and(two(high),one(square,(0)))",-12.177673171008477
"and(two(high),one(square,(1)))",-12.177673171008477
"and(two(high),one(square,(2)))",-12.177673171008477
"and(two(high),one(circle,(0)))",-12.177673171008477
"and(two(low),two(dots,(0,1)))",-12.177673171008477
"and(two(low),two(stripes,(1,2)))",-12.177673171008477
"and(two(low),two(stripes,(0,2)))",-12.177673171008477
"and(two(triangle),two(medium,(1,2)))",-12.177673171008477
"and(two(triangle),two(high,(0,2)))",-12.177673171008477
"and(two(triangle),two(high,(1,2)))",-12.177673171008477
"and(two(triangle),two(plain,(0,1)))",-12.177673171008477
"and(two(triangle),two(plain,(0,2)))",-12.177673171008477
"and(two(triangle),two(plain,(1,2)))",-12.177673171008477
"and(two(triangle),two(stripes,(0,1)))",-12.177673171008477
"and(two(triangle),two(stripes,(0,2)))",-12.177673171008477
"and(two(triangle),two(stripes,(1,2)))",-12.177673171008477
"and(two(triangle),two(dots,(0,1)))",-12.177673171008477
"and(two(triangle),two(dots,(0,2)))",-12.177673171008477
"and(two(triangle),two(dots,(1,2)))",-12.177673171008477
"and(two(low),one(square,(0)))",-12.177673171008477
"and(two(low),one(square,(1)))",-12.177673171008477
"and(two(low),one(square,(2)))",-12.177673171008477
"and(two(low),one(circle,(0)))",-12.177673171008477
"and(two(low),one(circle,(1)))",-12.177673171008477
"and(two(low),one(circle,(2)))",-12.177673171008477
"and(two(triangle),two(high,(0,1)))",-12.177673171008477
"and(two(triangle),two(medium,(0,2)))",-12.177673171008477
"and(two(low),one(triangle,(1)))",-12.177673171008477
"and(two(triangle),two(medium,(0,1)))",-12.177673171008477
"and(two(triangle),one(stripes,(1)))",-12.177673171008477
"and(two(triangle),one(stripes,(2)))",-12.177673171008477
"and(two(triangle),one(dots,(0)))",-12.177673171008477
"and(two(triangle),one(dots,(1)))",-12.177673171008477
"and(two(triangle),one(dots,(2)))",-12.177673171008477
"and(two(triangle),two(square,(0,1)))",-12.177673171008477
"and(two(triangle),two(square,(0,2)))",-12.177673171008477
"and(two(triangle),two(square,(1,2)))",-12.177673171008477
"and(two(triangle),two(circle,(0,1)))",-12.177673171008477
"and(two(triangle),two(circle,(0,2)))",-12.177673171008477
"and(two(triangle),two(circle,(1,2)))",-12.177673171008477
"and(two(triangle),two(triangle,(0,1)))",-12.177673171008477
"and(two(triangle),two(triangle,(0,2)))",-12.177673171008477
"and(two(triangle),two(triangle,(1,2)))",-12.177673171008477
"and(two(triangle),two(low,(0,1)))",-12.177673171008477
"and(two(triangle),two(low,(0,2)))",-12.177673171008477
"and(two(triangle),two(low,(1,2)))",-12.177673171008477
"and(two(low),one(triangle,(0)))",-12.177673171008477
"and(two(low),one(triangle,(2)))",-12.177673171008477
"and(two(low),two(stripes,(0,1)))",-12.177673171008477
"and(two(low),two(square,(1,2)))",-12.177673171008477
"and(two(low),two(circle,(0,2)))",-12.177673171008477
"and(two(low),two(circle,(1,2)))",-12.177673171008477
"and(two(low),two(triangle,(0,1)))",-12.177673171008477
"and(two(low),two(triangle,(0,2)))",-12.177673171008477
"and(two(low),two(triangle,(1,2)))",-12.177673171008477
"and(two(low),two(low,(0,1)))",-12.177673171008477
"and(two(low),two(low,(0,2)))",-12.177673171008477
"and(two(low),two(low,(1,2)))",-12.177673171008477
"and(two(low),two(medium,(0,1)))",-12.177673171008477
"and(two(low),two(medium,(0,2)))",-12.177673171008477
"and(two(low),two(medium,(1,2)))",-12.177673171008477
"and(two(low),two(high,(0,1)))",-12.177673171008477
"and(two(low),two(high,(0,2)))",-12.177673171008477
"and(two(low),two(high,(1,2)))",-12.177673171008477
"and(two(low),two(plain,(0,1)))",-12.177673171008477
"and(two(low),two(plain,(0,2)))",-12.177673171008477
"and(two(low),two(plain,(1,2)))",-12.177673171008477
"and(two(low),two(circle,(0,1)))",-12.177673171008477
"and(two(low),two(square,(0,2)))",-12.177673171008477
"and(two(low),one(low,(0)))",-12.177673171008477
"and(two(low),two(square,(0,1)))",-12.177673171008477
"and(two(low),one(low,(1)))",-12.177673171008477
"and(two(low),one(low,(2)))",-12.177673171008477
"and(two(low),one(medium,(0)))",-12.177673171008477
"and(two(low),one(medium,(1)))",-12.177673171008477
"and(two(low),one(medium,(2)))",-12.177673171008477
"and(two(low),one(high,(0)))",-12.177673171008477
"and(two(low),one(high,(1)))",-12.177673171008477
"and(two(low),one(high,(2)))",-12.177673171008477
"and(two(low),one(plain,(0)))",-12.177673171008477
"and(two(low),one(plain,(1)))",-12.177673171008477
"and(two(low),one(plain,(2)))",-12.177673171008477
"and(two(low),one(stripes,(0)))",-12.177673171008477
"and(two(low),one(stripes,(1)))",-12.177673171008477
"and(two(low),one(stripes,(2)))",-12.177673171008477
"and(two(low),one(dots,(0)))",-12.177673171008477
"and(two(low),one(dots,(1)))",-12.177673171008477
"and(two(low),one(dots,(2)))",-12.177673171008477
"and(one(dots),one(medium,(2)))",-12.177673171008477
"and(one(dots),one(medium,(1)))",-12.177673171008477
"and(one(dots),one(medium,(0)))",-12.177673171008477
"and(one(circle,(2)),three(circle))",-12.177673171008477
"and(one(stripes),one(square,(0)))",-12.177673171008477
"and(one(circle,(2)),three(dots))",-12.177673171008477
"and(one(circle,(2)),three(stripes))",-12.177673171008477
"and(one(circle,(2)),three(plain))",-12.177673171008477
"and(one(circle,(2)),three(high))",-12.177673171008477
"and(one(circle,(2)),three(medium))",-12.177673171008477
"and(one(circle,(2)),three(low))",-12.177673171008477
"and(one(circle,(2)),three(triangle))",-12.177673171008477
"and(one(circle,(2)),three(square))",-12.177673171008477
"and(one(dots),one(low,(2)))",-12.177673171008477
"and(one(circle,(2)),two(dots))",-12.177673171008477
"and(one(circle,(2)),two(stripes))",-12.177673171008477
"and(one(circle,(2)),two(plain))",-12.177673171008477
"and(one(circle,(2)),two(high))",-12.177673171008477
"and(one(circle,(2)),two(medium))",-12.177673171008477
"and(one(circle,(2)),two(low))",-12.177673171008477
"and(one(circle,(2)),two(triangle))",-12.177673171008477
"and(one(circle,(2)),two(circle))",-12.177673171008477
"and(one(triangle,(0)),one(square))",-12.177673171008477
"and(one(triangle,(0)),one(circle))",-12.177673171008477
"and(one(triangle,(0)),one(triangle))",-12.177673171008477
"and(one(triangle,(0)),one(low))",-12.177673171008477
"and(one(triangle,(0)),three(triangle))",-12.177673171008477
"and(one(triangle,(0)),three(circle))",-12.177673171008477
"and(one(triangle,(0)),three(square))",-12.177673171008477
"and(one(triangle,(0)),two(dots))",-12.177673171008477
"and(one(triangle,(0)),two(stripes))",-12.177673171008477
"and(one(triangle,(0)),two(plain))",-12.177673171008477
"and(one(triangle,(0)),two(high))",-12.177673171008477
"and(one(triangle,(0)),two(medium))",-12.177673171008477
"and(one(triangle,(0)),two(low))",-12.177673171008477
"and(one(triangle,(0)),two(triangle))",-12.177673171008477
"and(one(triangle,(0)),two(circle))",-12.177673171008477
"and(one(triangle,(0)),two(square))",-12.177673171008477
"and(one(triangle,(0)),one(dots))",-12.177673171008477
"and(one(triangle,(0)),one(stripes))",-12.177673171008477
"and(one(triangle,(0)),one(plain))",-12.177673171008477
"and(one(triangle,(0)),one(high))",-12.177673171008477
"and(one(triangle,(0)),one(medium))",-12.177673171008477
"and(one(circle,(2)),two(square))",-12.177673171008477
"and(one(circle,(2)),one(dots))",-12.177673171008477
"and(one(circle,(2)),one(stripes))",-12.177673171008477
"and(one(circle,(1)),three(square))",-12.177673171008477
"and(one(circle,(1)),two(stripes))",-12.177673171008477
"and(one(circle,(1)),two(plain))",-12.177673171008477
"and(one(circle,(1)),two(high))",-12.177673171008477
"and(one(circle,(1)),two(medium))",-12.177673171008477
"and(one(circle,(1)),two(low))",-12.177673171008477
"and(one(circle,(1)),two(triangle))",-12.177673171008477
"and(one(circle,(1)),two(circle))",-12.177673171008477
"and(one(circle,(1)),two(square))",-12.177673171008477
"and(one(circle,(1)),one(dots))",-12.177673171008477
"and(one(circle,(1)),one(stripes))",-12.177673171008477
"and(one(circle,(1)),one(plain))",-12.177673171008477
"and(one(circle,(1)),one(high))",-12.177673171008477
"and(one(circle,(1)),one(medium))",-12.177673171008477
"and(one(circle,(1)),one(low))",-12.177673171008477
"and(one(circle,(1)),one(triangle))",-12.177673171008477
"and(one(circle,(1)),one(circle))",-12.177673171008477
"and(one(circle,(1)),one(square))",-12.177673171008477
"and(one(circle,(1)),two(dots))",-12.177673171008477
"and(one(circle,(1)),three(circle))",-12.177673171008477
"and(one(circle,(2)),one(plain))",-12.177673171008477
"and(one(circle,(1)),three(triangle))",-12.177673171008477
"and(one(circle,(2)),one(high))",-12.177673171008477
"and(one(circle,(2)),one(medium))",-12.177673171008477
"and(one(circle,(2)),one(low))",-12.177673171008477
"and(one(circle,(2)),one(triangle))",-12.177673171008477
"and(one(circle,(2)),one(circle))",-12.177673171008477
"and(one(circle,(2)),one(square))",-12.177673171008477
"and(one(plain),two(circle,(1,2)))",-12.177673171008477
"and(one(stripes),one(square,(1)))",-12.177673171008477
"and(one(stripes),one(square,(2)))",-12.177673171008477
"and(one(stripes),one(circle,(0)))",-12.177673171008477
"and(one(stripes),one(circle,(1)))",-12.177673171008477
"and(one(circle,(1)),three(dots))",-12.177673171008477
"and(one(circle,(1)),three(stripes))",-12.177673171008477
"and(one(circle,(1)),three(plain))",-12.177673171008477
"and(one(circle,(1)),three(high))",-12.177673171008477
"and(one(circle,(1)),three(medium))",-12.177673171008477
"and(one(circle,(1)),three(low))",-12.177673171008477
"and(one(triangle,(0)),three(low))",-12.177673171008477
"and(one(triangle,(0)),three(medium))",-12.177673171008477
"and(one(triangle,(0)),three(high))",-12.177673171008477
"and(one(low,(0)),one(high))",-12.177673171008477
"and(one(low,(0)),one(low))",-12.177673171008477
"and(one(low,(0)),one(triangle))",-12.177673171008477
"and(one(low,(0)),one(circle))",-12.177673171008477
"and(one(triangle,(2)),three(dots))",-12.177673171008477
"and(one(triangle,(2)),three(stripes))",-12.177673171008477
"and(one(triangle,(2)),three(plain))",-12.177673171008477
"and(one(triangle,(2)),three(high))",-12.177673171008477
"and(one(triangle,(2)),three(medium))",-12.177673171008477
"and(one(triangle,(2)),three(low))",-12.177673171008477
"and(one(triangle,(2)),three(triangle))",-12.177673171008477
"and(one(triangle,(2)),three(circle))",-12.177673171008477
"and(one(triangle,(2)),three(square))",-12.177673171008477
"and(one(triangle,(2)),two(dots))",-12.177673171008477
"and(one(triangle,(2)),two(stripes))",-12.177673171008477
"and(one(triangle,(2)),two(plain))",-12.177673171008477
"and(one(triangle,(2)),two(high))",-12.177673171008477
"and(one(triangle,(2)),two(medium))",-12.177673171008477
"and(one(low,(0)),one(medium))",-12.177673171008477
"and(one(low,(0)),one(plain))",-12.177673171008477
"and(one(triangle,(2)),two(triangle))",-12.177673171008477
"and(one(low,(0)),one(stripes))",-12.177673171008477
"and(one(low,(0)),three(plain))",-12.177673171008477
"and(one(low,(0)),three(high))",-12.177673171008477
"and(one(low,(0)),three(medium))",-12.177673171008477
"and(one(low,(0)),three(low))",-12.177673171008477
"and(one(low,(0)),three(triangle))",-12.177673171008477
"and(one(low,(0)),three(circle))",-12.177673171008477
"and(one(low,(0)),three(square))",-12.177673171008477
"and(one(low,(0)),two(dots))",-12.177673171008477
"and(one(low,(0)),two(stripes))",-12.177673171008477
"and(one(low,(0)),two(plain))",-12.177673171008477
"and(one(low,(0)),two(high))",-12.177673171008477
"and(one(low,(0)),two(medium))",-12.177673171008477
"and(one(low,(0)),two(low))",-12.177673171008477
"and(one(low,(0)),two(triangle))",-12.177673171008477
"and(one(low,(0)),two(circle))",-12.177673171008477
"and(one(low,(0)),two(square))",-12.177673171008477
"and(one(low,(0)),one(dots))",-12.177673171008477
"and(one(triangle,(2)),two(low))",-12.177673171008477
"and(one(triangle,(2)),two(circle))",-12.177673171008477
"and(one(triangle,(0)),three(plain))",-12.177673171008477
"and(one(triangle,(1)),two(stripes))",-12.177673171008477
"and(one(triangle,(1)),two(high))",-12.177673171008477
"and(one(triangle,(1)),two(medium))",-12.177673171008477
"and(one(triangle,(1)),two(low))",-12.177673171008477
"and(one(triangle,(1)),two(triangle))",-12.177673171008477
"and(one(triangle,(1)),two(circle))",-12.177673171008477
"and(one(triangle,(1)),two(square))",-12.177673171008477
"and(one(triangle,(1)),one(dots))",-12.177673171008477
"and(one(triangle,(1)),one(stripes))",-12.177673171008477
"and(one(triangle,(1)),one(plain))",-12.177673171008477
"and(one(triangle,(1)),one(high))",-12.177673171008477
"and(one(triangle,(1)),one(medium))",-12.177673171008477
"and(one(triangle,(1)),one(low))",-12.177673171008477
"and(one(triangle,(1)),one(triangle))",-12.177673171008477
"and(one(triangle,(1)),one(circle))",-12.177673171008477
"and(one(triangle,(1)),one(square))",-12.177673171008477
"and(one(triangle,(0)),three(dots))",-12.177673171008477
"and(one(triangle,(0)),three(stripes))",-12.177673171008477
"and(one(triangle,(1)),two(plain))",-12.177673171008477
"and(one(triangle,(1)),two(dots))",-12.177673171008477
"and(one(triangle,(2)),two(square))",-12.177673171008477
"and(one(triangle,(1)),three(square))",-12.177673171008477
"and(one(triangle,(2)),one(dots))",-12.177673171008477
"and(one(triangle,(2)),one(stripes))",-12.177673171008477
"and(one(triangle,(2)),one(plain))",-12.177673171008477
"and(one(triangle,(2)),one(high))",-12.177673171008477
"and(one(triangle,(2)),one(medium))",-12.177673171008477
"and(one(triangle,(2)),one(low))",-12.177673171008477
"and(one(triangle,(2)),one(triangle))",-12.177673171008477
"and(one(triangle,(2)),one(circle))",-12.177673171008477
"and(one(triangle,(2)),one(square))",-12.177673171008477
"and(one(triangle,(1)),three(dots))",-12.177673171008477
"and(one(triangle,(1)),three(stripes))",-12.177673171008477
"and(one(triangle,(1)),three(plain))",-12.177673171008477
"and(one(triangle,(1)),three(high))",-12.177673171008477
"and(one(triangle,(1)),three(medium))",-12.177673171008477
"and(one(triangle,(1)),three(low))",-12.177673171008477
"and(one(triangle,(1)),three(triangle))",-12.177673171008477
"and(one(triangle,(1)),three(circle))",-12.177673171008477
"and(one(stripes),one(circle,(2)))",-12.177673171008477
"and(one(stripes),one(triangle,(0)))",-12.177673171008477
"and(one(stripes),one(triangle,(1)))",-12.177673171008477
"and(one(square,(0)),two(stripes))",-12.177673171008477
"and(one(square,(0)),two(high))",-12.177673171008477
"and(one(square,(0)),two(medium))",-12.177673171008477
"and(one(square,(0)),two(low))",-12.177673171008477
"and(one(square,(0)),two(triangle))",-12.177673171008477
"and(one(square,(0)),two(circle))",-12.177673171008477
"and(one(square,(0)),two(square))",-12.177673171008477
"and(one(square,(0)),one(dots))",-12.177673171008477
"and(one(square,(0)),one(stripes))",-12.177673171008477
"and(one(square,(0)),one(plain))",-12.177673171008477
"and(one(square,(0)),one(high))",-12.177673171008477
"and(one(square,(0)),one(medium))",-12.177673171008477
"and(one(square,(0)),one(low))",-12.177673171008477
"and(one(square,(0)),one(triangle))",-12.177673171008477
"and(one(square,(0)),one(circle))",-12.177673171008477
"and(one(square,(0)),one(square))",-12.177673171008477
"and(one(stripes),one(stripes,(0)))",-12.177673171008477
"and(one(stripes),one(stripes,(1)))",-12.177673171008477
"and(one(square,(0)),two(plain))",-12.177673171008477
"and(one(square,(0)),two(dots))",-12.177673171008477
"and(one(stripes),one(dots,(0)))",-12.177673171008477
"and(one(square,(0)),three(square))",-12.177673171008477
"and(one(square,(1)),one(medium))",-12.177673171008477
"and(one(square,(1)),one(low))",-12.177673171008477
"and(one(square,(1)),one(triangle))",-12.177673171008477
"and(one(square,(1)),one(circle))",-12.177673171008477
"and(one(square,(1)),one(square))",-12.177673171008477
"and(one(stripes),one(high,(2)))",-12.177673171008477
"and(one(stripes),one(plain,(0)))",-12.177673171008477
"and(one(stripes),one(plain,(1)))",-12.177673171008477
"and(one(stripes),one(plain,(2)))",-12.177673171008477
"and(one(square,(0)),three(dots))",-12.177673171008477
"and(one(square,(0)),three(stripes))",-12.177673171008477
"and(one(square,(0)),three(plain))",-12.177673171008477
"and(one(square,(0)),three(high))",-12.177673171008477
"and(one(square,(0)),three(medium))",-12.177673171008477
"and(one(square,(0)),three(low))",-12.177673171008477
"and(one(square,(0)),three(triangle))",-12.177673171008477
"and(one(square,(0)),three(circle))",-12.177673171008477
"and(one(stripes),one(stripes,(2)))",-12.177673171008477
"and(one(stripes),one(dots,(1)))",-12.177673171008477
"and(one(square,(1)),one(plain))",-12.177673171008477
"and(one(stripes),two(plain,(0,2)))",-12.177673171008477
"and(one(stripes),two(stripes,(0,1)))",-12.177673171008477
"and(one(stripes),two(stripes,(0,2)))",-12.177673171008477
"and(one(stripes),two(stripes,(1,2)))",-12.177673171008477
"and(one(stripes),two(dots,(0,1)))",-12.177673171008477
"and(one(stripes),two(dots,(0,2)))",-12.177673171008477
"and(one(stripes),two(dots,(1,2)))",-12.177673171008477
"and(one(dots),one(square,(0)))",-12.177673171008477
"and(one(dots),one(square,(1)))",-12.177673171008477
"and(one(dots),one(square,(2)))",-12.177673171008477
"and(one(dots),one(circle,(0)))",-12.177673171008477
"and(one(dots),one(circle,(1)))",-12.177673171008477
"and(one(dots),one(circle,(2)))",-12.177673171008477
"and(one(dots),one(triangle,(0)))",-12.177673171008477
"and(one(dots),one(triangle,(1)))",-12.177673171008477
"and(one(dots),one(triangle,(2)))",-12.177673171008477
"and(one(dots),one(low,(0)))",-12.177673171008477
"and(one(dots),one(low,(1)))",-12.177673171008477
"and(one(stripes),two(plain,(1,2)))",-12.177673171008477
"and(one(stripes),two(plain,(0,1)))",-12.177673171008477
"and(one(stripes),one(dots,(2)))",-12.177673171008477
"and(one(stripes),two(high,(1,2)))",-12.177673171008477
"and(one(stripes),two(square,(0,1)))",-12.177673171008477
"and(one(stripes),two(square,(0,2)))",-12.177673171008477
"and(one(stripes),two(square,(1,2)))",-12.177673171008477
"and(one(stripes),two(circle,(0,1)))",-12.177673171008477
"and(one(stripes),two(circle,(0,2)))",-12.177673171008477
"and(one(stripes),two(circle,(1,2)))",-12.177673171008477
"and(one(stripes),two(triangle,(0,1)))",-12.177673171008477
"and(one(stripes),two(triangle,(0,2)))",-12.177673171008477
"and(one(stripes),two(triangle,(1,2)))",-12.177673171008477
"and(one(stripes),two(low,(0,1)))",-12.177673171008477
"and(one(stripes),two(low,(0,2)))",-12.177673171008477
"and(one(stripes),two(low,(1,2)))",-12.177673171008477
"and(one(stripes),two(medium,(0,1)))",-12.177673171008477
"and(one(stripes),two(medium,(0,2)))",-12.177673171008477
"and(one(stripes),two(medium,(1,2)))",-12.177673171008477
"and(one(stripes),two(high,(0,1)))",-12.177673171008477
"and(one(stripes),two(high,(0,2)))",-12.177673171008477
"and(one(square,(1)),one(high))",-12.177673171008477
"and(one(square,(1)),one(stripes))",-12.177673171008477
"and(one(stripes),one(triangle,(2)))",-12.177673171008477
"and(one(circle,(0)),one(stripes))",-12.177673171008477
"and(one(circle,(0)),one(high))",-12.177673171008477
"and(one(circle,(0)),one(medium))",-12.177673171008477
"and(one(circle,(0)),one(low))",-12.177673171008477
"and(one(circle,(0)),one(triangle))",-12.177673171008477
"and(one(circle,(0)),one(circle))",-12.177673171008477
"and(one(circle,(0)),one(square))",-12.177673171008477
"and(one(stripes),one(low,(0)))",-12.177673171008477
"and(one(stripes),one(low,(1)))",-12.177673171008477
"and(one(stripes),one(low,(2)))",-12.177673171008477
"and(one(stripes),one(medium,(0)))",-12.177673171008477
"and(one(square,(2)),three(dots))",-12.177673171008477
"and(one(square,(2)),three(stripes))",-12.177673171008477
"and(one(square,(2)),three(plain))",-12.177673171008477
"and(one(square,(2)),three(high))",-12.177673171008477
"and(one(square,(2)),three(medium))",-12.177673171008477
"and(one(square,(2)),three(low))",-12.177673171008477
"and(one(square,(2)),three(triangle))",-12.177673171008477
"and(one(circle,(0)),one(plain))",-12.177673171008477
"and(one(circle,(0)),one(dots))",-12.177673171008477
"and(one(square,(2)),three(square))",-12.177673171008477
"and(one(circle,(0)),two(square))",-12.177673171008477
"and(one(circle,(0)),three(dots))",-12.177673171008477
"and(one(circle,(0)),three(stripes))",-12.177673171008477
"and(one(circle,(0)),three(plain))",-12.177673171008477
"and(one(circle,(0)),three(high))",-12.177673171008477
"and(one(circle,(0)),three(medium))",-12.177673171008477
"and(one(circle,(0)),three(low))",-12.177673171008477
"and(one(circle,(0)),three(triangle))",-12.177673171008477
"and(one(circle,(0)),three(circle))",-12.177673171008477
"and(one(circle,(0)),three(square))",-12.177673171008477
"and(one(circle,(0)),two(dots))",-12.177673171008477
"and(one(circle,(0)),two(stripes))",-12.177673171008477
"and(one(circle,(0)),two(plain))",-12.177673171008477
"and(one(circle,(0)),two(high))",-12.177673171008477
"and(one(circle,(0)),two(medium))",-12.177673171008477
"and(one(circle,(0)),two(low))",-12.177673171008477
"and(one(circle,(0)),two(triangle))",-12.177673171008477
"and(one(circle,(0)),two(circle))",-12.177673171008477
"and(one(square,(2)),three(circle))",-12.177673171008477
"and(one(square,(2)),two(dots))",-12.177673171008477
"and(one(square,(1)),one(dots))",-12.177673171008477
"and(one(stripes),one(high,(1)))",-12.177673171008477
"and(one(square,(1)),three(stripes))",-12.177673171008477
"and(one(square,(1)),three(plain))",-12.177673171008477
"and(one(square,(1)),three(high))",-12.177673171008477
"and(one(square,(1)),three(medium))",-12.177673171008477
"and(one(square,(1)),three(low))",-12.177673171008477
"and(one(square,(1)),three(triangle))",-12.177673171008477
"and(one(square,(1)),three(circle))",-12.177673171008477
"and(one(square,(1)),three(square))",-12.177673171008477
"and(one(square,(1)),two(dots))",-12.177673171008477
"and(one(square,(1)),two(stripes))",-12.177673171008477
"and(one(square,(1)),two(plain))",-12.177673171008477
"and(one(square,(1)),two(high))",-12.177673171008477
"and(one(square,(1)),two(medium))",-12.177673171008477
"and(one(square,(1)),two(low))",-12.177673171008477
"and(one(square,(1)),two(triangle))",-12.177673171008477
"and(one(square,(1)),two(circle))",-12.177673171008477
"and(one(square,(1)),two(square))",-12.177673171008477
"and(one(square,(1)),three(dots))",-12.177673171008477
"and(one(stripes),one(high,(0)))",-12.177673171008477
"and(one(square,(2)),two(stripes))",-12.177673171008477
"and(one(stripes),one(medium,(2)))",-12.177673171008477
"and(one(square,(2)),two(plain))",-12.177673171008477
"and(one(square,(2)),two(high))",-12.177673171008477
"and(one(square,(2)),two(medium))",-12.177673171008477
"and(one(square,(2)),two(low))",-12.177673171008477
"and(one(square,(2)),two(triangle))",-12.177673171008477
"and(one(square,(2)),two(circle))",-12.177673171008477
"and(one(square,(2)),two(square))",-12.177673171008477
"and(one(square,(2)),one(dots))",-12.177673171008477
"and(one(square,(2)),one(stripes))",-12.177673171008477
"and(one(square,(2)),one(plain))",-12.177673171008477
"and(one(square,(2)),one(high))",-12.177673171008477
"and(one(square,(2)),one(medium))",-12.177673171008477
"and(one(square,(2)),one(low))",-12.177673171008477
"and(one(square,(2)),one(triangle))",-12.177673171008477
"and(one(square,(2)),one(circle))",-12.177673171008477
"and(one(square,(2)),one(square))",-12.177673171008477
"and(one(stripes),one(medium,(1)))",-12.177673171008477
"and(two(high),one(dots,(1)))",-12.177673171008477
"and(two(high),two(square,(0,1)))",-12.177673171008477
"and(one(low,(0)),three(dots))",-12.177673171008477
"and(three(triangle),two(plain,(1,2)))",-12.177673171008477
"and(three(triangle),two(medium,(0,1)))",-12.177673171008477
"and(three(triangle),two(medium,(0,2)))",-12.177673171008477
"and(three(triangle),two(medium,(1,2)))",-12.177673171008477
"and(three(triangle),two(high,(0,1)))",-12.177673171008477
"and(three(triangle),two(high,(0,2)))",-12.177673171008477
"and(three(triangle),two(high,(1,2)))",-12.177673171008477
"and(three(triangle),two(plain,(0,1)))",-12.177673171008477
"and(three(triangle),two(plain,(0,2)))",-12.177673171008477
"and(three(triangle),two(stripes,(0,1)))",-12.177673171008477
"and(three(plain),one(triangle,(1)))",-12.177673171008477
"and(three(triangle),two(stripes,(0,2)))",-12.177673171008477
"and(three(triangle),two(stripes,(1,2)))",-12.177673171008477
"and(three(triangle),two(dots,(0,1)))",-12.177673171008477
"and(three(triangle),two(dots,(0,2)))",-12.177673171008477
"and(three(triangle),two(dots,(1,2)))",-12.177673171008477
"and(three(plain),two(dots,(1,2)))",-12.177673171008477
"and(three(plain),two(dots,(0,2)))",-12.177673171008477
"and(three(plain),two(dots,(0,1)))",-12.177673171008477
"and(three(triangle),two(low,(1,2)))",-12.177673171008477
"and(three(triangle),two(low,(0,2)))",-12.177673171008477
"and(three(triangle),two(low,(0,1)))",-12.177673171008477
"and(three(triangle),two(triangle,(1,2)))",-12.177673171008477
"and(three(stripes),one(circle,(1)))",-12.177673171008477
"and(three(stripes),one(circle,(0)))",-12.177673171008477
"and(three(stripes),one(square,(2)))",-12.177673171008477
"and(three(stripes),one(square,(1)))",-12.177673171008477
"and(three(stripes),one(square,(0)))",-12.177673171008477
"and(three(triangle),one(stripes,(2)))",-12.177673171008477
