program,log_probability
"and(two(3,unique),two(low))",-10.673595774232203
"and(two(3,unique),two(medium))",-10.673595774232203
"and(two(3,unique),two(high))",-10.673595774232203
"and(two(same,(0,1)),one(square))",-10.673595774232203
"and(two(same,(0,1)),one(circle))",-10.673595774232203
"and(two(triangle),two(same,(0,1)))",-10.673595774232203
"and(two(triangle),two(same,(0,2)))",-10.673595774232203
"and(two(triangle),two(same,(1,2)))",-10.673595774232203
"and(two(triangle),two(unique,(0,1)))",-10.673595774232203
"and(two(3,unique),two(plain))",-10.673595774232203
"and(two(3,unique),two(dots))",-10.673595774232203
"and(two(dots,(0,1)),three(same))",-10.673595774232203
"and(two(3,unique),three(square))",-10.673595774232203
"and(two(3,unique),three(circle))",-10.673595774232203
"and(two(3,unique),three(triangle))",-10.673595774232203
"and(two(3,unique),three(low))",-10.673595774232203
"and(two(3,unique),three(medium))",-10.673595774232203
"and(two(3,unique),three(high))",-10.673595774232203
"and(two(3,unique),three(plain))",-10.673595774232203
"and(two(3,unique),three(stripes))",-10.673595774232203
"and(two(3,unique),three(dots))",-10.673595774232203
"and(one(medium),two(unique,(1,2)))",-10.673595774232203
"and(two(3,unique),two(triangle))",-10.673595774232203
"and(two(3,unique),two(circle))",-10.673595774232203
"and(two(3,unique),two(square))",-10.673595774232203
"and(two(dots,(1,2)),three(unique))",-10.673595774232203
"and(two(3,unique),one(dots))",-10.673595774232203
"and(two(3,unique),one(stripes))",-10.673595774232203
"and(two(3,unique),one(plain))",-10.673595774232203
"and(two(3,unique),one(high))",-10.673595774232203
"and(two(3,unique),one(medium))",-10.673595774232203
"and(two(3,unique),one(low))",-10.673595774232203
"and(two(3,unique),one(triangle))",-10.673595774232203
"and(two(3,unique),one(circle))",-10.673595774232203
"and(two(3,unique),one(square))",-10.673595774232203
"and(one(medium),two(unique,(0,2)))",-10.673595774232203
"and(one(medium),two(unique,(0,1)))",-10.673595774232203
"and(one(medium),two(same,(1,2)))",-10.673595774232203
"and(two(stripes,(0,2)),three(same))",-10.673595774232203
"and(one(medium),two(same,(0,2)))",-10.673595774232203
"and(one(medium),two(same,(0,1)))",-10.673595774232203
"and(two(dots,(0,2)),two(unique))",-10.673595774232203
"and(two(dots,(0,2)),three(same))",-10.673595774232203
"and(two(dots,(0,2)),three(unique))",-10.673595774232203
"and(two(dots,(1,2)),two(same))",-10.673595774232203
"and(two(dots,(1,2)),two(unique))",-10.673595774232203
"and(two(dots,(1,2)),three(same))",-10.673595774232203
"and(two(dots,(0,1)),three(unique))",-10.673595774232203
"and(two(dots,(0,2)),two(same))",-10.673595774232203
"and(two(same,(0,1)),one(triangle))",-10.673595774232203
"and(two(same,(0,1)),one(medium))",-10.673595774232203
"and(two(same,(0,1)),one(high))",-10.673595774232203
"and(two(triangle),two(unique,(1,2)))",-10.673595774232203
"and(two(triangle),two(unique,(0,2)))",-10.673595774232203
"and(two(same,(0,1)),one(plain))",-10.673595774232203
"and(two(same,(0,1)),one(stripes))",-10.673595774232203
"and(two(same,(0,1)),one(dots))",-10.673595774232203
"and(two(same,(0,1)),two(square))",-10.673595774232203
"and(two(3,same),three(dots))",-10.673595774232203
"and(two(3,same),three(stripes))",-10.673595774232203
"and(two(3,same),three(plain))",-10.673595774232203
"and(two(3,same),three(high))",-10.673595774232203
"and(two(3,same),three(medium))",-10.673595774232203
"and(two(3,same),three(low))",-10.673595774232203
"and(two(same,(0,1)),one(low))",-10.673595774232203
"and(two(3,same),three(triangle))",-10.673595774232203
"and(two(3,same),three(circle))",-10.673595774232203
"and(two(3,same),three(square))",-10.673595774232203
"and(two(3,same),two(dots))",-10.673595774232203
"and(two(dots,(0,1)),two(unique))",-10.673595774232203
"and(two(dots,(0,1)),two(same))",-10.673595774232203
"and(two(stripes,(1,2)),three(unique))",-10.673595774232203
"and(two(stripes,(1,2)),three(same))",-10.673595774232203
"and(two(stripes,(1,2)),two(unique))",-10.673595774232203
"and(two(stripes,(1,2)),two(same))",-10.673595774232203
"and(two(stripes,(0,2)),three(unique))",-10.673595774232203
"and(one(square),one(circle))",-11.079060882340366
"and(three(high),one(square))",-11.079060882340366
"and(three(high),one(circle))",-11.079060882340366
"and(three(high),three(medium))",-11.079060882340366
"and(three(high),three(low))",-11.079060882340366
"and(three(high),one(triangle))",-11.079060882340366
"and(three(high),three(triangle))",-11.079060882340366
"and(three(plain),one(circle))",-11.079060882340366
"and(three(high),three(circle))",-11.079060882340366
"and(three(high),three(square))",-11.079060882340366
"and(three(high),two(dots))",-11.079060882340366
"and(three(high),two(stripes))",-11.079060882340366
"and(three(high),two(plain))",-11.079060882340366
"and(three(high),two(high))",-11.079060882340366
"and(three(high),two(medium))",-11.079060882340366
"and(three(high),two(low))",-11.079060882340366
"and(three(high),two(triangle))",-11.079060882340366
"and(three(high),two(circle))",-11.079060882340366
"and(three(high),two(square))",-11.079060882340366
"and(three(high),one(dots))",-11.079060882340366
"and(three(high),one(stripes))",-11.079060882340366
"and(three(high),three(high))",-11.079060882340366
"and(three(high),three(plain))",-11.079060882340366
"and(three(high),three(stripes))",-11.079060882340366
"and(three(high),three(dots))",-11.079060882340366
"and(three(high),one(plain))",-11.079060882340366
"and(three(high),one(high))",-11.079060882340366
"and(three(high),one(medium))",-11.079060882340366
"and(three(high),one(low))",-11.079060882340366
"and(three(plain),one(square))",-11.079060882340366
"and(three(plain),two(dots))",-11.079060882340366
"and(three(plain),one(triangle))",-11.079060882340366
"and(three(stripes),two(square))",-11.079060882340366
"and(three(dots),one(high))",-11.079060882340366
"and(three(dots),one(plain))",-11.079060882340366
"and(three(dots),one(stripes))",-11.079060882340366
"and(three(dots),one(dots))",-11.079060882340366
"and(three(dots),two(square))",-11.079060882340366
"and(three(stripes),two(triangle))",-11.079060882340366
"and(three(stripes),two(circle))",-11.079060882340366
"and(three(stripes),one(dots))",-11.079060882340366
"and(three(stripes),two(low))",-11.079060882340366
"and(three(stripes),one(stripes))",-11.079060882340366
"and(three(stripes),one(plain))",-11.079060882340366
"and(three(dots),two(circle))",-11.079060882340366
"and(three(stripes),one(medium))",-11.079060882340366
"and(three(stripes),one(low))",-11.079060882340366
"and(three(stripes),one(triangle))",-11.079060882340366
"and(three(stripes),one(circle))",-11.079060882340366
"and(three(dots),one(medium))",-11.079060882340366
"and(three(stripes),two(medium))",-11.079060882340366
"and(three(plain),one(low))",-11.079060882340366
"and(three(stripes),three(high))",-11.079060882340366
"and(three(dots),one(square))",-11.079060882340366
"and(three(dots),one(circle))",-11.079060882340366
"and(three(dots),one(triangle))",-11.079060882340366
"and(three(dots),one(low))",-11.079060882340366
"and(three(stripes),three(dots))",-11.079060882340366
"and(three(stripes),three(stripes))",-11.079060882340366
"and(three(stripes),three(plain))",-11.079060882340366
"and(three(stripes),three(medium))",-11.079060882340366
"and(three(stripes),two(high))",-11.079060882340366
"and(three(stripes),three(low))",-11.079060882340366
"and(three(stripes),three(triangle))",-11.079060882340366
"and(three(stripes),three(circle))",-11.079060882340366
"and(three(stripes),three(square))",-11.079060882340366
"and(three(stripes),two(dots))",-11.079060882340366
"and(three(stripes),two(stripes))",-11.079060882340366
"and(three(stripes),two(plain))",-11.079060882340366
"and(three(stripes),one(square))",-11.079060882340366
"and(three(dots),two(triangle))",-11.079060882340366
"and(three(dots),two(low))",-11.079060882340366
"and(three(plain),two(low))",-11.079060882340366
"and(three(plain),three(triangle))",-11.079060882340366
"and(three(plain),three(circle))",-11.079060882340366
"and(three(plain),three(square))",-11.079060882340366
"and(three(plain),two(stripes))",-11.079060882340366
"and(three(plain),two(plain))",-11.079060882340366
"and(three(plain),two(high))",-11.079060882340366
"and(three(plain),two(medium))",-11.079060882340366
"and(three(plain),two(triangle))",-11.079060882340366
"and(three(dots),two(medium))",-11.079060882340366
"and(three(plain),two(circle))",-11.079060882340366
"and(three(plain),two(square))",-11.079060882340366
"and(three(plain),one(dots))",-11.079060882340366
"and(three(plain),one(stripes))",-11.079060882340366
"and(three(plain),one(plain))",-11.079060882340366
"and(three(plain),one(high))",-11.079060882340366
"and(three(plain),one(medium))",-11.079060882340366
"and(three(plain),three(low))",-11.079060882340366
"and(three(plain),three(medium))",-11.079060882340366
"and(three(plain),three(high))",-11.079060882340366
"and(three(plain),three(plain))",-11.079060882340366
"and(three(dots),two(high))",-11.079060882340366
"and(three(dots),two(plain))",-11.079060882340366
"and(three(dots),two(stripes))",-11.079060882340366
"and(three(dots),two(dots))",-11.079060882340366
"and(three(dots),three(square))",-11.079060882340366
"and(three(dots),three(circle))",-11.079060882340366
"and(three(dots),three(triangle))",-11.079060882340366
"and(three(dots),three(low))",-11.079060882340366
"and(three(dots),three(medium))",-11.079060882340366
"and(three(dots),three(high))",-11.079060882340366
"and(three(dots),three(plain))",-11.079060882340366
"and(three(dots),three(stripes))",-11.079060882340366
"and(three(dots),three(dots))",-11.079060882340366
"and(three(plain),three(dots))",-11.079060882340366
"and(three(plain),three(stripes))",-11.079060882340366
"and(three(stripes),one(high))",-11.079060882340366
"and(one(square),one(square))",-11.079060882340366
"and(one(dots),three(stripes))",-11.079060882340366
"and(one(medium),two(square))",-11.079060882340366
"and(one(medium),two(triangle))",-11.079060882340366
"and(one(medium),two(low))",-11.079060882340366
"and(one(medium),two(medium))",-11.079060882340366
"and(one(medium),two(high))",-11.079060882340366
"and(one(medium),two(plain))",-11.079060882340366
"and(one(medium),two(stripes))",-11.079060882340366
"and(one(medium),two(dots))",-11.079060882340366
"and(one(medium),three(square))",-11.079060882340366
"and(one(medium),three(circle))",-11.079060882340366
"and(one(medium),three(triangle))",-11.079060882340366
"and(one(medium),three(low))",-11.079060882340366
"and(one(medium),three(medium))",-11.079060882340366
"and(one(medium),three(high))",-11.079060882340366
"and(one(medium),three(plain))",-11.079060882340366
"and(one(medium),three(stripes))",-11.079060882340366
"and(one(medium),three(dots))",-11.079060882340366
"and(two(plain),three(dots))",-11.079060882340366
"and(two(plain),three(stripes))",-11.079060882340366
"and(two(plain),three(plain))",-11.079060882340366
"and(two(plain),three(high))",-11.079060882340366
"and(two(plain),three(medium))",-11.079060882340366
"and(two(plain),three(low))",-11.079060882340366
"and(two(plain),three(triangle))",-11.079060882340366
"and(two(plain),three(circle))",-11.079060882340366
"and(two(plain),three(square))",-11.079060882340366
"and(one(medium),two(circle))",-11.079060882340366
"and(one(medium),one(dots))",-11.079060882340366
"and(two(stripes),three(circle))",-11.079060882340366
"and(one(medium),one(stripes))",-11.079060882340366
"and(two(stripes),two(dots))",-11.079060882340366
"and(two(stripes),two(stripes))",-11.079060882340366
"and(two(stripes),two(plain))",-11.079060882340366
"and(two(stripes),two(high))",-11.079060882340366
"and(two(stripes),two(medium))",-11.079060882340366
"and(two(stripes),two(low))",-11.079060882340366
"and(two(stripes),two(triangle))",-11.079060882340366
"and(two(stripes),two(circle))",-11.079060882340366
"and(two(stripes),two(square))",-11.079060882340366
"and(two(stripes),one(dots))",-11.079060882340366
"and(two(stripes),one(stripes))",-11.079060882340366
"and(two(stripes),one(plain))",-11.079060882340366
"and(two(stripes),one(high))",-11.079060882340366
"and(two(stripes),one(medium))",-11.079060882340366
"and(two(stripes),one(low))",-11.079060882340366
"and(two(stripes),one(triangle))",-11.079060882340366
"and(two(stripes),one(circle))",-11.079060882340366
"and(two(stripes),one(square))",-11.079060882340366
"and(one(medium),one(square))",-11.079060882340366
"and(one(medium),one(circle))",-11.079060882340366
"and(one(medium),one(triangle))",-11.079060882340366
"and(one(medium),one(low))",-11.079060882340366
"and(one(medium),one(medium))",-11.079060882340366
"and(one(medium),one(high))",-11.079060882340366
"and(one(medium),one(plain))",-11.079060882340366
"and(two(plain),two(dots))",-11.079060882340366
"and(two(plain),two(stripes))",-11.079060882340366
"and(two(plain),two(plain))",-11.079060882340366
"and(two(plain),two(high))",-11.079060882340366
"and(two(high),two(low))",-11.079060882340366
"and(two(high),two(triangle))",-11.079060882340366
"and(two(high),two(circle))",-11.079060882340366
"and(two(high),two(square))",-11.079060882340366
"and(two(high),one(dots))",-11.079060882340366
"and(two(high),one(stripes))",-11.079060882340366
"and(two(high),one(plain))",-11.079060882340366
"and(two(high),one(high))",-11.079060882340366
"and(two(high),one(medium))",-11.079060882340366
"and(two(high),one(low))",-11.079060882340366
"and(two(high),one(triangle))",-11.079060882340366
"and(two(high),one(circle))",-11.079060882340366
"and(two(high),one(square))",-11.079060882340366
"and(two(medium),three(dots))",-11.079060882340366
"and(two(medium),three(stripes))",-11.079060882340366
"and(two(medium),three(plain))",-11.079060882340366
"and(two(medium),three(high))",-11.079060882340366
"and(two(medium),three(medium))",-11.079060882340366
"and(two(medium),three(low))",-11.079060882340366
"and(two(medium),three(triangle))",-11.079060882340366
"and(two(medium),three(circle))",-11.079060882340366
"and(two(medium),three(square))",-11.079060882340366
"and(two(medium),two(dots))",-11.079060882340366
"and(two(medium),two(stripes))",-11.079060882340366
"and(two(medium),two(plain))",-11.079060882340366
"and(two(high),two(medium))",-11.079060882340366
"and(two(high),two(high))",-11.079060882340366
"and(two(high),two(plain))",-11.079060882340366
"and(two(plain),one(triangle))",-11.079060882340366
"and(two(plain),two(medium))",-11.079060882340366
"and(two(plain),two(low))",-11.079060882340366
"and(two(plain),two(triangle))",-11.079060882340366
"and(two(plain),two(circle))",-11.079060882340366
"and(two(plain),two(square))",-11.079060882340366
"and(two(plain),one(dots))",-11.079060882340366
"and(two(plain),one(stripes))",-11.079060882340366
"and(two(plain),one(plain))",-11.079060882340366
"and(two(plain),one(high))",-11.079060882340366
"and(two(plain),one(medium))",-11.079060882340366
"and(two(plain),one(low))",-11.079060882340366
"and(two(plain),one(circle))",-11.079060882340366
"and(two(high),two(stripes))",-11.079060882340366
"and(two(plain),one(square))",-11.079060882340366
"and(two(high),three(dots))",-11.079060882340366
"and(two(high),three(stripes))",-11.079060882340366
"and(two(high),three(plain))",-11.079060882340366
"and(two(high),three(high))",-11.079060882340366
"and(two(high),three(medium))",-11.079060882340366
"and(two(high),three(low))",-11.079060882340366
"and(two(high),three(triangle))",-11.079060882340366
"and(two(high),three(circle))",-11.079060882340366
"and(two(high),three(square))",-11.079060882340366
"and(two(high),two(dots))",-11.079060882340366
"and(two(stripes),three(square))",-11.079060882340366
"and(two(stripes),three(triangle))",-11.079060882340366
"and(one(low),one(square))",-11.079060882340366
"and(three(circle),two(triangle))",-11.079060882340366
"and(three(circle),two(square))",-11.079060882340366
"and(three(circle),one(dots))",-11.079060882340366
"and(three(circle),one(stripes))",-11.079060882340366
"and(three(circle),one(plain))",-11.079060882340366
"and(three(circle),one(high))",-11.079060882340366
"and(three(circle),one(medium))",-11.079060882340366
"and(three(circle),one(low))",-11.079060882340366
"and(three(circle),one(triangle))",-11.079060882340366
"and(three(circle),one(circle))",-11.079060882340366
"and(three(circle),one(square))",-11.079060882340366
"and(one(low),two(high))",-11.079060882340366
"and(one(low),two(plain))",-11.079060882340366
"and(one(low),two(stripes))",-11.079060882340366
"and(one(low),two(dots))",-11.079060882340366
"and(one(low),three(square))",-11.079060882340366
"and(one(low),three(circle))",-11.079060882340366
"and(one(low),three(triangle))",-11.079060882340366
"and(one(low),three(low))",-11.079060882340366
"and(one(low),three(medium))",-11.079060882340366
"and(one(low),three(high))",-11.079060882340366
"and(one(low),three(plain))",-11.079060882340366
"and(one(low),three(stripes))",-11.079060882340366
"and(one(low),three(dots))",-11.079060882340366
"and(three(square),three(dots))",-11.079060882340366
"and(three(square),three(stripes))",-11.079060882340366
"and(three(circle),two(circle))",-11.079060882340366
"and(three(circle),two(low))",-11.079060882340366
"and(two(stripes),three(low))",-11.079060882340366
"and(three(circle),two(medium))",-11.079060882340366
"and(one(low),one(triangle))",-11.079060882340366
"and(one(low),one(low))",-11.079060882340366
"and(one(low),one(medium))",-11.079060882340366
"and(one(low),one(high))",-11.079060882340366
"and(one(low),one(plain))",-11.079060882340366
"and(one(low),one(stripes))",-11.079060882340366
"and(one(low),one(dots))",-11.079060882340366
"and(one(low),two(square))",-11.079060882340366
"and(one(low),two(circle))",-11.079060882340366
"and(one(low),two(triangle))",-11.079060882340366
"and(one(low),two(low))",-11.079060882340366
"and(one(low),two(medium))",-11.079060882340366
"and(three(circle),three(dots))",-11.079060882340366
"and(three(circle),three(stripes))",-11.079060882340366
"and(three(circle),three(plain))",-11.079060882340366
"and(three(circle),three(high))",-11.079060882340366
"and(three(circle),three(medium))",-11.079060882340366
"and(three(circle),three(low))",-11.079060882340366
"and(three(circle),three(triangle))",-11.079060882340366
"and(three(circle),three(circle))",-11.079060882340366
"and(three(circle),three(square))",-11.079060882340366
"and(three(circle),two(dots))",-11.079060882340366
"and(three(circle),two(stripes))",-11.079060882340366
"and(three(circle),two(plain))",-11.079060882340366
"and(three(circle),two(high))",-11.079060882340366
"and(three(square),three(plain))",-11.079060882340366
"and(three(square),three(high))",-11.079060882340366
"and(three(square),three(medium))",-11.079060882340366
"and(three(square),three(low))",-11.079060882340366
"and(two(dots),three(circle))",-11.079060882340366
"and(two(dots),three(square))",-11.079060882340366
"and(two(dots),two(dots))",-11.079060882340366
"and(two(dots),two(stripes))",-11.079060882340366
"and(two(dots),two(plain))",-11.079060882340366
"and(two(dots),two(high))",-11.079060882340366
"and(two(dots),two(medium))",-11.079060882340366
"and(two(dots),two(low))",-11.079060882340366
"and(two(dots),two(triangle))",-11.079060882340366
"and(two(dots),two(circle))",-11.079060882340366
"and(two(dots),two(square))",-11.079060882340366
"and(two(dots),one(dots))",-11.079060882340366
"and(two(dots),one(stripes))",-11.079060882340366
"and(two(dots),one(plain))",-11.079060882340366
"and(two(dots),one(high))",-11.079060882340366
"and(two(dots),one(medium))",-11.079060882340366
"and(two(dots),one(low))",-11.079060882340366
"and(two(dots),one(triangle))",-11.079060882340366
"and(two(dots),one(circle))",-11.079060882340366
"and(two(dots),one(square))",-11.079060882340366
"and(two(stripes),three(dots))",-11.079060882340366
"and(two(stripes),three(stripes))",-11.079060882340366
"and(two(stripes),three(plain))",-11.079060882340366
"and(two(stripes),three(high))",-11.079060882340366
"and(two(stripes),three(medium))",-11.079060882340366
"and(two(dots),three(triangle))",-11.079060882340366
"and(two(dots),three(low))",-11.079060882340366
"and(two(dots),three(medium))",-11.079060882340366
"and(three(square),two(square))",-11.079060882340366
"and(three(square),three(triangle))",-11.079060882340366
"and(three(square),three(circle))",-11.079060882340366
"and(three(square),three(square))",-11.079060882340366
"and(three(square),two(dots))",-11.079060882340366
"and(three(square),two(stripes))",-11.079060882340366
"and(three(square),two(plain))",-11.079060882340366
"and(three(square),two(high))",-11.079060882340366
"and(three(square),two(medium))",-11.079060882340366
"and(three(square),two(low))",-11.079060882340366
"and(three(square),two(triangle))",-11.079060882340366
"and(three(square),two(circle))",-11.079060882340366
"and(three(square),one(dots))",-11.079060882340366
"and(two(dots),three(high))",-11.079060882340366
"and(three(square),one(stripes))",-11.079060882340366
"and(three(square),one(plain))",-11.079060882340366
"and(three(square),one(high))",-11.079060882340366
"and(three(square),one(medium))",-11.079060882340366
"and(three(square),one(low))",-11.079060882340366
"and(three(square),one(triangle))",-11.079060882340366
"and(three(square),one(circle))",-11.079060882340366
"and(three(square),one(square))",-11.079060882340366
"and(two(dots),three(dots))",-11.079060882340366
"and(two(dots),three(stripes))",-11.079060882340366
"and(two(dots),three(plain))",-11.079060882340366
"and(two(medium),two(high))",-11.079060882340366
"and(two(medium),two(medium))",-11.079060882340366
"and(two(medium),two(low))",-11.079060882340366
"and(one(dots),three(circle))",-11.079060882340366
"and(one(dots),two(dots))",-11.079060882340366
"and(one(dots),two(stripes))",-11.079060882340366
"and(one(dots),two(plain))",-11.079060882340366
"and(one(dots),two(high))",-11.079060882340366
"and(one(dots),two(medium))",-11.079060882340366
"and(one(dots),two(low))",-11.079060882340366
"and(one(dots),two(triangle))",-11.079060882340366
"and(one(dots),two(circle))",-11.079060882340366
"and(one(dots),two(square))",-11.079060882340366
"and(one(dots),one(dots))",-11.079060882340366
"and(one(dots),one(stripes))",-11.079060882340366
"and(one(dots),one(plain))",-11.079060882340366
"and(one(dots),one(high))",-11.079060882340366
"and(one(dots),one(medium))",-11.079060882340366
"and(one(dots),one(low))",-11.079060882340366
"and(one(dots),one(triangle))",-11.079060882340366
"and(one(dots),one(circle))",-11.079060882340366
"and(one(dots),one(square))",-11.079060882340366
"and(one(high),two(dots))",-11.079060882340366
"and(one(high),three(square))",-11.079060882340366
"and(one(high),three(circle))",-11.079060882340366
"and(one(high),three(triangle))",-11.079060882340366
"and(one(high),three(low))",-11.079060882340366
"and(one(high),three(medium))",-11.079060882340366
"and(one(high),three(high))",-11.079060882340366
"and(one(dots),three(square))",-11.079060882340366
"and(one(dots),three(triangle))",-11.079060882340366
"and(two(medium),two(triangle))",-11.079060882340366
"and(one(dots),three(low))",-11.079060882340366
"and(two(square),two(stripes))",-11.079060882340366
"and(two(square),two(plain))",-11.079060882340366
"and(two(square),two(high))",-11.079060882340366
"and(two(square),two(medium))",-11.079060882340366
"and(two(square),two(low))",-11.079060882340366
"and(two(square),two(triangle))",-11.079060882340366
"and(two(square),two(circle))",-11.079060882340366
"and(two(square),two(square))",-11.079060882340366
"and(two(square),one(dots))",-11.079060882340366
"and(two(square),one(stripes))",-11.079060882340366
"and(two(square),one(plain))",-11.079060882340366
"and(two(square),one(high))",-11.079060882340366
"and(two(square),one(medium))",-11.079060882340366
"and(two(square),one(low))",-11.079060882340366
"and(two(square),one(triangle))",-11.079060882340366
"and(two(square),one(circle))",-11.079060882340366
"and(two(square),one(square))",-11.079060882340366
"and(one(high),two(medium))",-11.079060882340366
"and(one(high),two(high))",-11.079060882340366
"and(one(high),two(plain))",-11.079060882340366
"and(one(high),two(stripes))",-11.079060882340366
"and(one(dots),three(dots))",-11.079060882340366
"and(one(dots),three(plain))",-11.079060882340366
"and(one(dots),three(high))",-11.079060882340366
"and(one(dots),three(medium))",-11.079060882340366
"and(one(high),three(plain))",-11.079060882340366
"and(one(plain),three(dots))",-11.079060882340366
"and(one(plain),three(stripes))",-11.079060882340366
"and(one(plain),three(plain))",-11.079060882340366
"and(one(plain),one(stripes))",-11.079060882340366
"and(one(plain),one(plain))",-11.079060882340366
"and(one(plain),one(high))",-11.079060882340366
"and(one(plain),one(medium))",-11.079060882340366
"and(one(stripes),three(high))",-11.079060882340366
"and(one(stripes),three(medium))",-11.079060882340366
"and(one(stripes),three(low))",-11.079060882340366
"and(one(stripes),three(triangle))",-11.079060882340366
"and(one(stripes),one(stripes))",-11.079060882340366
"and(one(stripes),one(dots))",-11.079060882340366
"and(one(stripes),two(square))",-11.079060882340366
"and(one(stripes),two(circle))",-11.079060882340366
"and(one(stripes),three(circle))",-11.079060882340366
"and(one(stripes),three(square))",-11.079060882340366
"and(one(stripes),two(dots))",-11.079060882340366
"and(one(stripes),two(stripes))",-11.079060882340366
"and(one(plain),one(low))",-11.079060882340366
"and(one(plain),one(triangle))",-11.079060882340366
"and(one(plain),one(circle))",-11.079060882340366
"and(one(plain),one(square))",-11.079060882340366
"and(one(stripes),two(triangle))",-11.079060882340366
"and(one(stripes),two(plain))",-11.079060882340366
"and(one(stripes),two(high))",-11.079060882340366
"and(one(stripes),two(medium))",-11.079060882340366
"and(one(stripes),two(low))",-11.079060882340366
"and(one(stripes),three(plain))",-11.079060882340366
"and(one(stripes),three(stripes))",-11.079060882340366
"and(one(stripes),three(dots))",-11.079060882340366
"and(one(stripes),one(circle))",-11.079060882340366
"and(one(high),three(stripes))",-11.079060882340366
"and(one(high),three(dots))",-11.079060882340366
"and(one(plain),three(high))",-11.079060882340366
"and(one(plain),three(medium))",-11.079060882340366
"and(one(plain),three(low))",-11.079060882340366
"and(one(plain),three(triangle))",-11.079060882340366
"and(one(plain),three(circle))",-11.079060882340366
"and(one(plain),three(square))",-11.079060882340366
"and(one(plain),two(dots))",-11.079060882340366
"and(one(plain),two(stripes))",-11.079060882340366
"and(one(stripes),one(square))",-11.079060882340366
"and(one(stripes),one(triangle))",-11.079060882340366
"and(one(stripes),one(plain))",-11.079060882340366
"and(one(plain),two(plain))",-11.079060882340366
"and(one(plain),two(high))",-11.079060882340366
"and(one(plain),two(medium))",-11.079060882340366
"and(one(plain),two(low))",-11.079060882340366
"and(one(plain),two(triangle))",-11.079060882340366
"and(one(plain),two(circle))",-11.079060882340366
"and(one(plain),two(square))",-11.079060882340366
"and(one(plain),one(dots))",-11.079060882340366
"and(one(stripes),one(low))",-11.079060882340366
"and(one(stripes),one(medium))",-11.079060882340366
"and(one(stripes),one(high))",-11.079060882340366
"and(two(square),two(dots))",-11.079060882340366
"and(two(square),three(square))",-11.079060882340366
"and(two(square),three(circle))",-11.079060882340366
"and(two(triangle),two(plain))",-11.079060882340366
"and(two(low),two(circle))",-11.079060882340366
"and(two(low),two(square))",-11.079060882340366
"and(two(low),one(dots))",-11.079060882340366
"and(two(low),one(stripes))",-11.079060882340366
"and(two(low),one(plain))",-11.079060882340366
"and(two(low),one(high))",-11.079060882340366
"and(two(low),one(medium))",-11.079060882340366
"and(two(low),one(low))",-11.079060882340366
"and(two(low),one(triangle))",-11.079060882340366
"and(two(low),one(circle))",-11.079060882340366
"and(two(low),one(square))",-11.079060882340366
"and(one(high),one(circle))",-11.079060882340366
"and(one(high),one(triangle))",-11.079060882340366
"and(one(high),one(low))",-11.079060882340366
"and(one(high),one(medium))",-11.079060882340366
"and(two(triangle),three(dots))",-11.079060882340366
"and(two(triangle),three(stripes))",-11.079060882340366
"and(two(triangle),three(plain))",-11.079060882340366
"and(two(triangle),three(high))",-11.079060882340366
"and(two(triangle),three(medium))",-11.079060882340366
"and(two(triangle),three(low))",-11.079060882340366
"and(two(triangle),three(triangle))",-11.079060882340366
"and(two(triangle),three(circle))",-11.079060882340366
"and(two(triangle),three(square))",-11.079060882340366
"and(two(triangle),two(dots))",-11.079060882340366
"and(two(low),two(triangle))",-11.079060882340366
"and(two(low),two(low))",-11.079060882340366
"and(two(low),two(medium))",-11.079060882340366
"and(one(high),one(square))",-11.079060882340366
"and(two(medium),two(circle))",-11.079060882340366
"and(two(medium),two(square))",-11.079060882340366
"and(two(medium),one(dots))",-11.079060882340366
"and(two(medium),one(stripes))",-11.079060882340366
"and(two(medium),one(plain))",-11.079060882340366
"and(two(medium),one(high))",-11.079060882340366
"and(two(medium),one(medium))",-11.079060882340366
"and(two(medium),one(low))",-11.079060882340366
"and(two(medium),one(triangle))",-11.079060882340366
"and(two(medium),one(circle))",-11.079060882340366
"and(two(medium),one(square))",-11.079060882340366
"and(two(low),three(dots))",-11.079060882340366
"and(two(low),two(high))",-11.079060882340366
"and(two(low),three(stripes))",-11.079060882340366
"and(two(low),three(plain))",-11.079060882340366
"and(two(low),three(high))",-11.079060882340366
"and(two(low),three(medium))",-11.079060882340366
"and(two(low),three(low))",-11.079060882340366
"and(two(low),three(triangle))",-11.079060882340366
"and(two(low),three(circle))",-11.079060882340366
"and(two(low),three(square))",-11.079060882340366
"and(two(low),two(dots))",-11.079060882340366
"and(two(low),two(stripes))",-11.079060882340366
"and(two(low),two(plain))",-11.079060882340366
"and(two(triangle),two(stripes))",-11.079060882340366
"and(two(triangle),two(high))",-11.079060882340366
"and(two(square),three(triangle))",-11.079060882340366
"and(two(triangle),two(low))",-11.079060882340366
"and(two(circle),two(high))",-11.079060882340366
"and(two(circle),two(medium))",-11.079060882340366
"and(two(circle),two(low))",-11.079060882340366
"and(two(circle),two(triangle))",-11.079060882340366
"and(two(circle),two(circle))",-11.079060882340366
"and(two(circle),two(square))",-11.079060882340366
"and(two(circle),one(dots))",-11.079060882340366
"and(two(circle),one(stripes))",-11.079060882340366
"and(two(circle),one(plain))",-11.079060882340366
"and(two(circle),one(high))",-11.079060882340366
"and(two(circle),one(medium))",-11.079060882340366
"and(two(circle),one(low))",-11.079060882340366
